,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
35180,35180,0.916,272,6,1,1,32,1,41,0,50,5,19,5,1,8,3,17,0,0.0
35183,35183,0.25,320,7,1,0,32,0,45,0,53,5,9,5,1,4,4,12,1,0.0
35189,35189,0.118,84,8,1,1,32,1,25,0,100,5,8,5,1,4,4,13,1,0.0
35190,35190,0.508,274,1,1,0,27,2,43,0,50,7,11,5,1,5,5,18,1,0.0
35198,35198,0.273,231,0,1,0,32,1,38,0,112,2,5,5,3,1,1,12,1,0.0
35214,35214,0.102,348,2,1,0,32,3,47,0,55,6,16,5,1,4,3,13,0,0.0
35215,35215,0.764,407,4,1,0,39,0,85,0,50,5,9,5,1,5,4,7,2,0.0
35221,35221,0.486,332,1,0,0,39,0,67,1,50,2,3,5,3,1,1,16,1,0.0
35223,35223,0.06,255,6,1,0,34,1,39,0,50,3,13,5,1,5,3,12,1,0.0
35225,35225,0.583,352,3,1,0,32,1,48,0,61,5,12,5,1,7,3,17,0,0.0
35237,35237,0.5,21,3,0,1,32,0,27,0,95,6,13,5,1,2,3,16,2,0.0
35239,35239,0.916,334,2,1,0,32,1,48,0,50,4,13,5,3,7,3,15,1,0.0
35246,35246,0.666,207,1,1,0,32,1,38,1,50,2,2,5,3,1,1,13,0,0.0
35256,35256,0.391,541,2,0,0,0,2,65,0,50,6,13,5,3,9,4,2,2,0.0
35279,35279,0.631,336,5,1,0,32,1,49,0,54,3,12,5,1,2,3,15,1,0.0
35295,35295,0.5,284,6,0,0,34,1,56,0,58,5,11,5,1,5,5,4,1,0.0
35307,35307,0.749,397,5,1,0,32,0,52,0,50,7,9,5,1,5,4,19,1,0.0
35312,35312,0.592,93,1,0,1,32,1,29,0,76,2,5,5,3,1,1,17,1,0.0
35317,35317,0.221,675,2,1,0,0,2,74,0,50,1,5,5,3,1,1,16,0,0.0
35330,35330,0.325,204,3,1,1,32,1,35,0,57,2,14,5,3,9,4,12,1,0.0
35332,35332,0.83,382,8,1,0,32,1,58,0,50,5,10,5,1,4,5,14,1,0.0
35337,35337,0.583,306,5,1,0,32,1,48,0,50,5,9,5,1,5,5,1,1,0.0
35341,35341,0.499,307,4,1,0,32,0,43,0,100,5,13,5,1,7,3,15,1,628.32
35361,35361,0.266,276,8,1,0,0,1,42,0,50,5,12,5,3,7,3,15,1,0.0
35364,35364,0.993,473,2,1,0,20,0,57,0,50,2,4,5,3,1,1,16,0,0.0
35366,35366,0.678,411,2,0,0,6,2,72,0,50,1,7,5,3,1,1,8,2,644.3
35368,35368,0.561,111,3,1,1,20,0,28,0,100,5,16,5,3,9,3,14,1,0.0
35374,35374,0.005,300,4,1,0,30,1,48,0,50,5,15,5,1,8,3,17,2,0.0
35380,35380,0.499,297,3,1,0,25,0,44,0,51,1,14,5,3,9,4,18,0,0.0
35389,35389,0.083,162,2,1,0,32,2,31,0,67,7,7,5,1,3,4,6,1,0.0
35406,35406,0.73,109,6,0,0,34,1,28,0,63,5,4,5,1,3,2,15,1,0.0
35410,35410,0.25,263,3,0,0,44,2,46,0,57,1,5,5,3,1,1,17,1,0.0
35415,35415,0.032,174,8,1,1,32,1,33,0,100,6,12,5,1,3,3,15,1,0.0
35427,35427,0.147,46,0,0,1,32,2,21,0,95,5,15,5,3,9,3,17,2,0.0
35431,35431,0.45,223,7,1,0,32,1,43,0,50,3,13,5,1,5,3,19,1,0.0
35449,35449,0.67,65,8,1,1,32,0,30,0,100,5,11,5,1,5,3,17,1,0.0
35479,35479,0.08,226,6,1,0,32,1,36,0,100,6,18,5,3,9,5,12,2,0.0
35484,35484,0.02,242,8,0,0,32,0,38,0,50,3,12,5,1,4,3,11,0,0.0
35488,35488,0.583,394,5,1,0,29,2,55,0,50,6,18,5,1,4,3,15,0,0.0
35491,35491,0.75,170,2,1,1,44,2,32,0,90,5,13,5,3,9,4,8,1,0.0
35509,35509,0.333,678,7,1,0,39,0,74,0,50,5,11,5,1,5,5,12,1,0.0
35515,35515,0.416,245,1,0,1,25,2,44,0,50,2,14,5,3,9,4,16,1,0.0
35527,35527,0.856,476,3,1,0,32,1,58,0,65,1,5,5,3,1,1,8,1,0.0
35535,35535,0.583,360,8,0,1,32,1,53,0,57,5,9,5,1,6,4,19,1,0.0
35594,35594,0.941,70,4,0,1,32,1,30,1,106,2,3,5,3,1,1,16,1,0.0
35629,35629,0.535,503,8,1,0,32,1,60,0,50,5,15,5,3,8,3,11,1,0.0
35637,35637,0.676,275,4,1,0,29,1,53,0,51,3,12,5,1,5,3,19,1,0.0
35662,35662,0.557,372,8,0,0,32,1,55,0,50,6,14,5,3,8,4,16,1,0.0
35665,35665,0.991,451,8,1,0,39,0,64,1,50,5,10,5,3,7,5,15,1,743.19
35683,35683,0.055,234,4,0,0,32,1,39,0,60,3,13,5,1,5,3,17,0,0.0
35700,35700,0.711,88,4,1,0,32,0,31,0,68,3,14,5,1,5,3,11,0,0.0
35721,35721,0.416,106,6,1,0,32,2,39,0,57,5,12,5,3,8,5,18,1,0.0
35724,35724,0.666,90,7,1,1,32,1,27,0,90,7,9,5,1,5,4,12,1,0.0
35727,35727,0.804,315,6,1,0,32,1,45,1,50,6,12,5,1,2,3,7,1,0.0
35732,35732,0.78,652,5,0,0,39,0,74,0,50,5,10,5,1,5,5,17,1,0.0
35733,35733,0.517,424,8,1,0,34,1,55,0,50,7,9,5,1,5,5,18,1,0.0
35737,35737,0.002,327,6,1,0,32,2,50,0,60,5,13,5,1,7,3,16,1,0.0
35754,35754,0.755,196,2,1,0,25,1,42,0,64,7,12,5,3,8,5,9,1,0.0
35756,35756,0.042,396,5,0,0,29,0,52,1,50,5,12,5,1,7,3,15,1,0.0
35768,35768,0.431,320,0,0,0,32,1,47,0,100,6,10,5,1,2,4,19,1,0.0
35787,35787,0.416,376,8,1,0,32,1,61,0,72,5,10,5,1,5,5,20,1,0.0
35842,35842,0.174,97,8,1,1,32,0,26,0,68,5,12,5,3,7,3,10,2,0.0
35871,35871,0.499,429,3,0,0,0,0,57,0,50,2,3,5,3,1,1,16,2,0.0
35878,35878,0.75,563,5,0,0,39,0,73,0,62,5,12,5,3,8,4,16,2,0.0
35880,35880,0.271,84,8,1,0,32,0,27,0,68,5,13,5,3,9,5,10,1,0.0
35881,35881,0.749,561,2,1,0,39,0,66,0,50,1,18,5,3,9,3,6,0,0.0
35883,35883,0.143,383,2,1,0,32,2,57,0,71,6,18,5,1,4,3,2,2,0.0
35892,35892,0.833,220,4,1,0,32,2,37,0,54,7,15,5,3,8,3,17,2,0.0
35905,35905,0.478,200,7,1,0,32,1,34,0,57,5,5,5,1,4,2,18,1,0.0
35924,35924,0.475,121,4,1,1,32,1,29,0,85,6,11,5,1,2,3,17,1,0.0
35946,35946,0.249,571,8,1,0,27,1,72,0,50,5,13,5,1,7,3,17,1,0.0
35951,35951,0.249,354,7,1,0,0,0,51,0,50,6,19,5,3,9,5,8,2,0.0
35955,35955,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
35964,35964,0.997,167,8,1,1,32,1,32,1,76,5,9,5,1,5,5,11,2,0.0
35974,35974,0.416,295,5,0,0,34,1,42,0,55,5,3,5,1,3,2,20,1,0.0
35992,35992,0.499,279,6,1,1,32,1,41,0,80,5,8,5,1,5,4,9,1,0.0
36013,36013,0.916,256,3,1,0,32,0,42,0,55,6,16,5,3,9,4,11,0,380.48
36034,36034,0.833,129,7,1,0,32,1,51,0,80,5,13,5,1,5,3,20,1,0.0
36041,36041,0.983,21,0,0,0,29,1,25,0,100,1,5,5,3,1,1,12,1,0.0
36051,36051,0.052,197,2,1,0,32,0,35,0,66,1,15,5,3,8,3,7,0,0.0
36052,36052,0.25,483,4,1,0,32,1,58,0,50,2,4,5,3,1,1,7,1,0.0
36058,36058,0.166,329,7,1,0,32,0,47,0,60,5,15,5,1,7,5,14,0,0.0
36074,36074,0.211,218,2,1,1,32,0,36,0,50,5,8,5,1,4,4,14,1,0.0
36077,36077,0.25,272,4,1,0,29,2,53,0,54,3,12,5,1,5,3,19,1,0.0
36090,36090,0.583,212,8,1,0,32,1,38,0,90,5,8,5,1,4,4,15,1,0.0
36096,36096,1.0,442,5,1,0,0,2,55,0,52,5,12,5,3,8,4,8,2,0.0
36101,36101,0.214,376,0,1,0,40,2,50,0,68,3,14,5,3,8,3,16,1,0.0
36102,36102,0.166,160,2,1,0,32,1,31,0,76,2,9,5,3,2,1,15,2,0.0
36128,36128,0.833,245,4,0,0,32,0,39,0,56,4,12,5,1,5,3,11,0,0.0
36130,36130,0.676,275,4,1,0,29,1,53,0,51,3,12,5,1,5,3,19,1,0.0
36145,36145,0.916,313,3,1,0,32,2,52,0,50,3,12,5,1,3,3,15,1,0.0
36173,36173,0.75,101,4,0,0,32,1,28,0,90,2,4,5,3,1,1,9,2,0.0
36180,36180,0.53,228,8,0,0,32,1,47,0,76,5,10,5,1,5,5,13,1,0.0
36190,36190,0.513,204,7,1,0,32,0,37,1,50,5,13,5,1,7,3,20,1,0.0
36196,36196,0.25,272,4,1,0,29,2,53,0,54,3,12,5,1,5,3,19,1,0.0
36204,36204,0.25,481,6,1,0,39,0,62,0,50,2,15,5,3,9,3,13,2,0.0
36213,36213,0.333,163,2,1,0,32,1,31,0,89,6,12,5,1,2,3,5,0,0.0
36226,36226,0.002,600,4,1,0,32,1,68,0,50,6,17,5,1,4,3,17,0,0.0
36237,36237,0.25,263,3,0,0,44,2,46,0,57,1,5,5,3,1,1,17,1,0.0
36241,36241,0.333,323,8,0,0,32,1,55,0,50,5,7,5,1,5,2,9,1,0.0
36296,36296,0.285,155,6,1,0,32,0,48,0,100,3,11,5,1,5,3,19,1,0.0
36316,36316,0.583,463,8,1,0,32,0,60,0,95,5,11,5,1,5,3,18,0,0.0
36322,36322,0.416,254,6,1,0,29,0,46,0,50,4,12,5,1,3,3,13,1,0.0
36331,36331,0.985,408,2,0,0,29,2,55,0,62,6,11,5,3,9,4,8,1,0.0
36342,36342,0.333,374,3,0,0,32,1,51,0,57,2,3,5,3,1,1,16,1,0.0
36347,36347,0.749,291,4,1,0,32,1,44,0,50,4,14,5,1,5,3,13,0,0.0
36354,36354,1.0,85,2,1,1,10,1,26,0,95,2,3,5,3,1,1,19,0,0.0
36376,36376,0.531,536,1,1,0,39,0,67,0,62,5,16,5,3,9,3,11,0,0.0
36391,36391,0.583,111,6,1,0,32,2,39,0,54,5,12,5,3,8,5,18,1,0.0
36396,36396,0.833,203,2,1,1,27,0,37,0,64,2,4,5,3,1,1,19,1,0.0
36411,36411,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
36456,36456,0.708,136,5,1,0,29,2,35,0,100,3,13,5,1,5,3,9,1,0.0
36464,36464,0.499,326,5,1,0,34,1,45,1,51,6,11,5,1,2,4,16,2,0.0
36489,36489,0.05,228,6,1,0,32,1,49,0,50,5,15,5,1,8,3,11,2,0.0
36490,36490,0.052,197,2,1,0,32,0,35,0,66,1,15,5,3,8,3,7,0,0.0
36493,36493,0.416,496,2,0,0,20,0,70,0,50,5,14,5,3,9,5,7,2,0.0
36504,36504,0.152,134,8,1,0,32,1,29,0,125,5,9,5,1,5,5,15,1,0.0
36519,36519,0.249,361,0,1,0,0,2,55,0,50,3,14,5,3,8,3,10,1,0.0
36525,36525,0.25,319,6,0,0,0,2,45,0,50,4,14,5,1,5,3,12,1,0.0
36567,36567,0.166,320,5,1,0,32,1,48,0,50,5,11,5,1,7,5,13,0,0.0
36578,36578,0.217,97,0,0,0,25,2,35,0,95,2,2,5,3,1,1,14,1,0.0
36624,36624,0.5,108,5,0,1,10,1,29,0,90,2,4,5,3,1,1,3,1,0.0
36664,36664,0.177,297,2,1,1,32,1,46,0,55,5,15,5,3,8,3,12,1,0.0
36675,36675,0.036,366,7,1,0,34,2,50,0,50,4,12,5,1,4,3,17,1,0.0
36690,36690,0.416,347,3,1,0,32,1,47,0,65,5,12,5,1,7,3,17,0,0.0
36698,36698,0.916,184,7,1,1,32,0,34,0,76,1,16,5,3,9,3,16,0,0.0
36735,36735,0.083,170,6,1,0,29,2,43,0,50,8,11,5,1,6,0,11,0,0.0
36737,36737,0.083,39,1,0,0,10,1,21,0,85,2,3,5,3,1,1,11,0,0.0
36743,36743,1.0,226,5,1,0,32,0,39,0,50,4,13,5,1,5,3,2,1,0.0
36754,36754,0.833,445,6,0,0,39,0,73,0,50,5,9,5,1,5,4,17,0,0.0
36761,36761,0.166,218,7,1,0,34,1,36,0,50,3,13,5,1,3,3,15,1,0.0
36767,36767,0.5,164,5,1,1,32,1,31,0,75,5,5,5,1,4,2,14,0,0.0
36770,36770,0.583,61,0,0,1,32,1,23,1,100,2,2,5,3,1,1,3,1,0.0
36784,36784,1.0,426,6,1,0,0,1,54,0,50,2,13,5,3,9,5,16,1,0.0
36811,36811,1.0,463,5,0,0,32,0,56,0,72,6,18,5,3,9,5,6,0,0.0
36822,36822,0.25,201,7,1,0,32,0,37,1,51,5,13,5,1,7,3,20,1,0.0
36826,36826,0.132,470,6,1,0,32,1,57,0,50,4,13,5,1,5,3,20,0,9041.0
36843,36843,0.036,105,6,1,1,32,0,28,0,85,5,9,5,1,6,4,17,1,0.0
36850,36850,0.749,486,5,1,0,32,1,58,0,50,2,4,5,3,1,1,7,1,0.0
36860,36860,0.344,766,7,1,0,39,0,85,1,50,7,9,5,1,5,4,14,1,0.0
36901,36901,0.527,113,2,1,0,29,0,30,0,76,1,5,5,3,1,1,11,1,0.0
36911,36911,0.057,139,5,1,0,32,1,30,0,85,5,10,5,1,5,4,18,1,0.0
36934,36934,0.058,326,0,1,0,32,1,56,0,50,3,15,5,3,7,3,15,1,0.0
36975,36975,0.964,317,8,1,0,29,2,51,0,62,6,14,5,1,2,3,6,1,0.0
36976,36976,0.021,430,6,1,0,25,1,55,0,60,5,13,5,3,9,5,6,1,0.0
36979,36979,0.75,372,6,1,0,25,1,54,0,69,3,12,5,1,5,3,11,1,0.0
37033,37033,0.75,235,2,0,1,25,3,39,0,77,2,2,5,3,1,1,19,1,0.0
37050,37050,0.111,442,8,1,0,13,2,63,0,50,6,18,5,3,9,5,5,0,0.0
37065,37065,0.788,192,6,1,0,32,0,53,0,68,5,9,5,1,5,4,19,1,0.0
37079,37079,0.666,188,7,1,1,32,1,38,0,90,5,12,5,1,5,3,13,1,0.0
37091,37091,0.116,331,7,1,0,39,0,61,0,76,5,17,5,3,8,3,7,2,0.0
37115,37115,0.083,445,6,1,0,32,1,55,0,50,3,14,5,1,3,3,12,1,0.0
37116,37116,0.055,234,4,0,0,32,1,39,0,60,3,13,5,1,5,3,17,0,0.0
37117,37117,0.116,309,1,1,0,32,1,44,0,50,6,15,5,1,3,3,8,0,0.0
37129,37129,0.2,146,7,1,0,34,0,31,0,57,5,15,5,1,8,3,13,1,0.0
37139,37139,0.636,124,5,1,0,25,3,28,0,55,6,13,5,1,2,3,13,0,0.0
37157,37157,0.071,124,1,0,0,32,1,29,1,80,2,2,5,3,1,1,15,1,0.0
37161,37161,0.083,374,5,0,0,32,0,51,1,50,5,12,5,3,8,4,6,1,0.0
37164,37164,0.177,91,8,1,0,32,1,25,0,76,8,8,5,1,4,4,16,1,0.0
37175,37175,0.299,214,2,0,1,32,1,36,0,90,2,2,5,3,1,1,16,0,0.0
37180,37180,0.281,259,0,0,0,25,3,51,0,53,1,14,5,3,8,4,16,2,0.0
37184,37184,0.583,178,6,1,0,20,0,33,0,100,5,9,5,1,4,5,14,1,0.0
37190,37190,0.438,114,7,1,0,32,1,38,0,90,2,13,5,3,9,5,9,1,0.0
37200,37200,0.764,407,4,1,0,39,0,85,0,50,5,9,5,1,5,4,7,2,0.0
37205,37205,0.583,61,0,0,1,32,1,23,1,100,2,2,5,3,1,1,3,1,0.0
37206,37206,0.027,311,6,1,0,32,0,47,1,50,4,13,5,1,5,3,11,0,0.0
37214,37214,0.333,282,4,1,0,0,2,41,0,85,3,14,5,1,5,3,16,0,0.0
37221,37221,0.583,347,4,1,0,32,2,49,0,50,6,18,5,1,4,3,17,0,0.0
37308,37308,0.087,239,7,1,0,34,1,44,1,60,5,14,5,3,8,3,20,0,0.0
37322,37322,0.333,236,7,1,0,32,0,49,1,68,3,12,5,1,5,3,13,0,0.0
37328,37328,0.021,263,2,1,0,32,2,42,0,50,1,16,5,3,8,3,18,2,0.0
37332,37332,0.25,169,1,0,0,32,2,46,0,50,2,13,5,3,9,5,17,1,0.0
37342,37342,0.083,314,7,1,0,32,1,53,0,54,5,10,5,1,6,4,18,1,0.0
37356,37356,0.75,155,6,1,1,32,1,33,0,100,5,3,5,1,3,2,11,1,1902.25
37362,37362,0.061,321,0,1,0,0,2,45,0,140,5,16,5,3,9,5,16,0,0.0
37381,37381,0.416,190,4,1,1,29,2,34,0,76,5,12,5,3,8,4,6,1,0.0
37401,37401,0.5,284,6,0,0,34,1,56,0,58,5,11,5,1,5,5,4,1,0.0
37406,37406,0.833,461,3,1,0,27,2,62,0,55,4,13,5,1,5,3,11,1,0.0
37408,37408,0.866,383,7,1,1,44,2,49,0,50,6,19,5,3,9,5,20,0,0.0
37410,37410,0.5,329,8,0,0,32,0,49,1,50,2,17,5,3,9,0,20,0,0.0
37432,37432,0.013,102,4,1,0,34,0,37,0,64,3,15,5,1,5,3,20,0,0.0
37462,37462,0.047,337,0,0,0,32,0,48,0,50,3,12,5,3,8,4,16,0,0.0
37472,37472,0.556,528,2,1,0,39,0,62,0,50,5,17,5,3,9,3,18,2,0.0
37474,37474,0.25,85,6,0,0,32,1,31,0,100,5,9,5,1,5,4,18,1,0.0
37496,37496,0.767,184,8,1,0,32,0,46,0,95,5,6,5,1,3,4,18,1,6501.0
37503,37503,0.275,199,2,1,0,32,2,34,0,54,2,2,5,3,1,1,15,1,0.0
37514,37514,0.726,179,8,1,0,32,0,45,1,72,7,10,5,1,5,5,18,1,0.0
37515,37515,0.333,201,3,0,1,32,1,35,1,72,2,3,5,3,1,1,7,1,0.0
37517,37517,0.083,152,1,1,1,34,1,35,0,80,1,16,5,3,9,3,15,2,0.0
37538,37538,0.333,489,0,1,0,34,0,60,0,56,3,14,5,3,8,3,8,2,0.0
37547,37547,0.463,285,8,1,0,32,1,48,0,51,6,13,5,1,1,3,11,1,0.0
37595,37595,0.583,154,7,1,0,34,0,32,0,60,7,8,5,1,3,4,11,0,0.0
37611,37611,0.266,89,8,1,0,32,1,28,1,68,6,12,5,1,2,3,19,1,0.0
37619,37619,0.749,152,7,0,0,32,1,32,0,57,5,10,5,1,5,5,13,1,0.0
37638,37638,0.583,226,5,0,0,32,1,46,0,72,2,4,5,3,1,1,11,1,0.0
37658,37658,0.749,263,7,1,0,32,1,40,0,72,4,14,5,1,5,3,18,0,0.0
37665,37665,0.256,252,0,1,0,32,0,47,0,50,2,13,5,3,9,5,15,1,0.0
37669,37669,0.749,394,1,1,0,32,1,51,0,50,2,4,5,3,1,1,8,0,0.0
37693,37693,0.27,431,6,1,0,32,1,55,0,50,5,15,5,1,8,3,8,0,0.0
37704,37704,0.416,134,8,0,1,32,1,41,0,95,5,9,5,1,5,5,15,1,0.0
37708,37708,0.666,70,1,0,1,32,1,34,0,80,2,4,5,3,1,1,2,1,0.0
37740,37740,0.666,277,7,1,1,32,0,50,0,80,0,12,5,1,2,0,9,1,0.0
37795,37795,0.166,346,4,0,0,44,2,49,0,50,5,10,5,1,5,5,7,0,0.0
37802,37802,0.749,489,1,0,0,32,0,60,0,76,2,4,5,3,1,1,17,0,0.0
37831,37831,0.083,79,5,0,1,10,1,24,0,85,2,3,5,3,1,1,15,1,0.0
37840,37840,0.249,354,7,1,0,0,0,51,0,50,6,19,5,3,9,5,8,2,0.0
37857,37857,0.046,382,3,0,0,20,0,49,0,112,1,17,5,3,9,3,8,0,0.0
37885,37885,0.916,457,3,1,0,32,1,56,0,50,5,11,5,3,8,4,15,1,0.0
37888,37888,0.25,442,3,1,0,44,2,55,0,81,5,16,5,1,8,3,9,0,0.0
37891,37891,0.92,491,5,1,0,44,2,58,0,72,4,15,5,1,5,3,20,1,0.0
37908,37908,0.583,603,1,1,0,39,0,75,0,50,2,13,5,3,9,5,7,0,0.0
37920,37920,0.01,262,0,1,1,34,1,40,0,64,1,16,5,3,8,3,3,0,0.0
37934,37934,0.5,108,5,0,1,10,1,29,0,90,2,4,5,3,1,1,3,1,0.0
37953,37953,0.485,299,6,1,1,34,1,43,0,50,5,9,5,1,6,4,14,0,0.0
37972,37972,0.538,422,1,1,0,32,2,55,0,50,5,14,5,3,8,3,7,1,0.0
37979,37979,0.25,288,4,1,0,32,1,44,0,50,4,14,5,1,5,3,13,0,0.0
37981,37981,0.416,127,8,1,1,32,1,30,0,58,6,14,5,1,3,3,15,1,0.0
37983,37983,0.028,335,7,0,0,7,1,46,0,58,5,9,5,1,5,4,16,1,0.0
38058,38058,0.368,624,7,0,0,39,0,70,0,50,7,8,5,1,5,5,15,1,0.0
38063,38063,0.868,446,6,1,0,32,1,55,0,50,3,14,5,1,3,3,12,1,0.0
38069,38069,0.689,252,8,1,0,32,1,40,1,68,5,9,5,1,4,4,14,1,0.0
38087,38087,0.25,184,4,1,0,32,2,33,0,60,5,9,5,1,5,4,17,1,0.0
38099,38099,0.4,194,6,1,1,32,1,35,0,51,5,11,5,3,8,4,10,1,0.0
38102,38102,0.666,121,7,1,1,32,2,28,0,60,6,19,5,3,9,5,7,0,0.0
38125,38125,0.916,431,8,0,0,34,0,55,0,95,6,12,5,1,1,0,18,1,0.0
38130,38130,0.583,250,2,0,1,25,2,44,0,50,2,14,5,3,9,4,16,1,0.0
38141,38141,0.002,41,1,0,1,32,0,24,0,90,2,3,5,3,1,1,11,1,0.0
38148,38148,0.499,468,3,1,0,39,0,69,0,81,5,16,5,1,8,3,13,2,0.0
38170,38170,0.166,173,3,1,1,32,2,32,0,64,2,16,5,3,9,3,8,0,0.0
38180,38180,0.749,460,6,1,0,0,2,56,0,50,4,13,5,1,5,3,17,1,1418.610272
38209,38209,0.833,505,5,1,0,39,0,60,0,50,5,9,5,1,5,4,19,1,0.0
38212,38212,0.594,131,2,1,1,32,0,30,0,85,5,14,5,3,9,5,8,1,0.0
38251,38251,0.666,625,1,1,0,39,0,80,0,50,2,4,5,3,1,1,15,2,0.0
38263,38263,0.166,175,5,1,1,30,1,32,0,76,5,15,5,1,7,3,9,1,0.0
38286,38286,0.749,152,7,0,0,32,1,32,0,57,5,10,5,1,5,5,13,1,0.0
38296,38296,0.751,196,4,1,0,32,1,34,0,50,6,11,5,1,1,3,14,1,0.0
38298,38298,0.583,108,0,1,0,34,0,28,0,100,6,14,5,1,3,3,12,1,0.0
38317,38317,0.046,382,3,0,0,20,0,49,0,112,1,17,5,3,9,3,8,0,0.0
38331,38331,0.997,105,7,0,1,27,1,26,0,68,5,6,5,1,4,2,17,1,0.0
38336,38336,0.5,219,8,0,0,34,1,37,0,54,5,10,5,1,5,5,15,1,0.0
38338,38338,0.233,216,7,1,1,34,0,39,0,57,5,10,5,1,5,4,7,1,0.0
38347,38347,0.172,117,3,0,1,32,1,30,0,95,2,5,5,3,1,1,17,1,0.0
38354,38354,0.166,201,2,1,0,32,0,34,0,76,5,16,5,3,8,3,16,2,0.0
38367,38367,0.363,234,8,1,0,32,0,37,0,60,7,13,5,1,5,3,18,1,0.0
38372,38372,0.666,376,7,1,0,32,0,60,0,50,4,12,5,1,4,3,18,1,0.0
38384,38384,1.0,176,6,1,0,32,1,33,0,50,7,10,5,1,5,5,11,1,0.0
38401,38401,0.78,302,1,0,0,32,0,50,1,50,1,5,5,3,1,1,16,1,0.0
38408,38408,0.749,284,6,0,1,32,1,44,1,60,5,4,5,1,3,2,15,1,0.0
38419,38419,0.002,136,0,1,1,0,2,29,0,64,1,10,5,3,5,1,3,0,0.0
38422,38422,0.333,507,1,0,0,0,0,60,0,95,1,7,5,3,1,1,7,1,0.0
38426,38426,0.499,82,3,1,1,32,0,26,0,90,2,14,5,3,9,4,13,2,0.0
38445,38445,0.75,352,4,1,0,32,1,51,0,80,2,3,5,3,1,1,13,1,0.0
38458,38458,0.333,282,4,1,0,0,2,41,0,85,3,14,5,1,5,3,16,0,0.0
38481,38481,0.211,77,2,0,1,0,3,28,0,80,2,2,5,3,1,1,8,1,0.0
38482,38482,0.864,111,1,0,0,0,2,39,0,100,2,5,5,3,1,1,7,2,0.0
38494,38494,0.833,686,3,1,0,39,0,75,0,50,5,16,5,3,8,3,7,0,0.0
38495,38495,0.416,367,8,0,1,32,1,54,0,54,5,9,5,1,6,4,19,1,83.39
38496,38496,0.188,307,5,0,0,0,2,49,0,85,3,13,5,1,4,3,8,1,0.0
38501,38501,0.043,438,2,1,0,32,2,56,0,52,7,14,5,3,9,5,12,1,0.0
38583,38583,0.583,513,7,1,0,39,0,65,1,50,2,13,5,3,9,5,13,1,0.0
38614,38614,0.583,230,5,0,1,32,1,37,0,72,5,7,5,1,4,4,19,1,0.0
38625,38625,0.117,609,5,1,0,39,0,71,0,50,5,17,5,3,9,3,16,2,0.0
38704,38704,0.086,277,1,1,0,34,2,46,0,51,4,13,5,3,8,3,20,1,0.0
38727,38727,0.916,457,3,1,0,32,1,56,0,50,5,11,5,3,8,4,15,1,0.0
38731,38731,0.36,336,8,1,0,29,2,53,0,50,5,12,5,1,6,3,16,1,0.0
38758,38758,0.833,66,3,1,1,32,2,27,0,85,6,15,5,3,9,4,16,0,163.48
38776,38776,0.05,329,6,1,0,32,1,46,0,50,4,14,5,1,5,3,6,1,0.0
38793,38793,0.564,102,4,1,0,34,0,37,0,64,3,15,5,1,5,3,20,0,0.0
38794,38794,0.833,460,5,1,1,25,0,56,0,50,5,11,5,1,5,5,18,1,0.0
38827,38827,1.0,111,0,0,0,20,0,29,1,64,0,12,5,1,1,0,8,1,0.0
38839,38839,0.166,58,0,0,0,32,1,25,0,90,2,3,5,3,1,1,1,1,0.0
38844,38844,0.166,448,8,1,0,32,1,56,0,50,3,13,5,1,4,3,15,1,0.0
38860,38860,0.166,273,6,1,0,32,1,42,0,72,3,13,5,3,7,3,19,1,0.0
38875,38875,0.583,347,4,1,0,32,2,49,0,50,6,18,5,1,4,3,17,0,1406.097281
38880,38880,0.749,284,6,0,1,32,1,44,1,60,5,4,5,1,3,2,15,1,0.0
38924,38924,0.5,76,2,1,1,32,0,26,0,95,2,14,5,3,9,4,13,2,0.0
38926,38926,1.0,37,3,0,1,29,2,31,0,118,1,4,5,3,1,1,9,1,0.0
38939,38939,0.749,172,2,0,0,32,2,47,0,50,2,13,5,3,9,5,17,1,270.58
38954,38954,0.666,425,5,1,0,30,2,53,0,68,8,11,5,1,6,0,5,1,0.0
38967,38967,0.916,457,3,1,0,32,1,56,0,50,5,11,5,3,8,4,15,1,0.0
38978,38978,0.319,102,5,0,0,32,2,29,0,80,5,8,5,1,5,4,10,1,0.0
38979,38979,0.333,326,2,1,0,0,2,46,0,50,2,2,5,3,1,1,4,1,0.0
39005,39005,0.485,383,2,0,0,32,2,52,0,50,2,13,5,3,9,5,13,1,0.0
39007,39007,0.217,97,0,0,0,25,2,35,0,95,2,2,5,3,1,1,14,1,0.0
39014,39014,0.211,201,7,1,0,32,0,53,0,64,5,9,5,1,5,4,19,1,0.0
39015,39015,0.833,460,5,1,1,25,0,56,0,50,5,11,5,1,5,5,18,1,0.0
39077,39077,0.786,196,3,1,1,32,1,34,0,50,2,14,5,3,9,4,14,2,0.0
39096,39096,0.113,651,5,0,0,39,0,73,0,50,5,10,5,1,5,5,17,1,0.0
39107,39107,0.166,148,8,1,1,32,0,33,0,95,4,12,5,1,4,3,19,1,0.0
